sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"1017139","HC-45-6T/H","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1017140","HC-50-4M/H","FM - SODECA","R 2,783.25","2783.25","0","0","0","-2783.25","1","Yes","Yes"
"1017142","HC-50-4T/H","FM - SODECA","R 5,554.99","5554.99","0","0","0","-5554.99","0","Yes","Yes"
"1017147","HC-50-6M/H","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1017148","HC-50-6T/H","FM - SODECA","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"1017154","HC-56-6M/H","FM - SODECA","R 0.00","0","0","0","0","0","1","Yes","Yes"
"1017155","HC-56-6T/H","FM - SODECA","R 0.00","0","0","0","0","0","3","Yes","Yes"
"1017159","HC-63-6M/H","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1017160","HC-63-6T/H","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1017177","HC-56-4T/H IE3","FM - SODECA","R 2,428.50","2428.5","0","0","0","-2428.5","2","Yes","Yes"
"1017179","HC-63-4T/H IE3","FM - SODECA","R 0.00","0","0","0","0","0","5","Yes","Yes"
"1017181","HC-71-4T/H IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1017315","HC-63-4T/H/ATEX/2G Ex db 380V. 60Hz",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1020807","CI-100-4/8T-F-400 400V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1023613","PV-90",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1023615","PV-125",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1023775","CJACUS/C-2",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1024046","FMC-C-501",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1024050","FM-DP500",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1024172","MTP",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1027474","CJBR-1850-4T 230/400V. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028473","SV-250/L 230V. 50/60Hz.",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028479","SV-400/H 230V. 50/60Hz.",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028560","HCT-35-4T/ATEX/2G Ex db 230/400V","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028561","HCT-40-2T-1.5/ATEX/2G Ex db 230/400V","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028566","HCT-50-4T-0.75/ATEX/2G Ex db 230/400V","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028584","HCT-71-4T-3/ATEX/2G Ex db 230/400V","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028591","HCT-80-4T-5.5/ATEX/2G Ex db 230/400V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028951","HCT/ATEX-40-2T-1.5/2G Ex eb",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1028957","HCT/ATEX-56-4T-0.75/2G Ex eb",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1029315","CMA/ATEX-325-2T/2G EX EB",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1029359","CMP-616-4T/ATEX/2G Ex db 230/400V","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1029544","CMP-922-4T/ATEX/2GD Ex db tb 230/400V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1030701","TIRACANO","FM - SODECA","R 4,831.25","4831.25","0","0","0","-4831.25","4","Yes","Yes"
"1030730","TUB-200",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1030731","TUB-225",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1030732","TUB-250",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1031847","INT/ATEX 16/3CA",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"103453","HGT-125-6T/9-10 400/690V. IE3","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1034783","NEOLINEO-125/V","FM - SODECA","R 357.27","357.27","0","0","0","-357.27","26","Yes","Yes"
"1034784","NEOLINEO-150/V","FM - SODECA","R 657.41","657.41","0","0","0","-657.41","26","Yes","Yes"
"1034786","NEOLINEO-200/V","FM - SODECA","R 1,004.27","1004.27","0","0","0","-1004.27","26","Yes","Yes"
"1034787","NEOLINEO-250/V","FM - SODECA","R 1,887.42","1887.42","0","0","0","-1887.42","26","Yes","Yes"
"1034788","NEOLINEO-315/V","FM - SODECA","R 2,565.64","2583.6","0","0","0","-2583.6","17","Yes","Yes"
"1054558","CAM 752-2T-10 c/w 7.5kW 400/690v IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1054591","CAM-760-2T-15/E",,"R 0.00","0","72164","82988.6","0","72164","4","Yes","Yes"
"1054601","CAM-880-2T-40",,"R 0.00","0","156948","180490.2","0","156948","4","Yes","Yes"
"1061997","CAS-467-2T - 10/INOX-304 150Degree 400/690V. IE3","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1062024","CAS-790-2T-20 IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1064 Laser Head","Jewellery Laser head",,"R 6,200.00","6200","0","0","0","-6200","0","Yes","Yes"
"1064128","HTP-125-4T-75 c/w 55kW 4Pole 400V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1064263","HCT-100-4T-15/AL 400/690V. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"106X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 1610 TAPER 106MM FENNER",,"R 232.51","232.51","0","0","0","-232.51","4","Yes","Yes"
"1100999","Rental Sharp BP 30C25 Copier",,"R 1,388.54","1388.54","0","0","0","-1388.54","1","Yes","Yes"
"1100SAP","1100mm Diam podded silencer 1400 Long",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1105306","CMP-1128-2T-5.5/S/PIE RD 230/400V. IE3","FM - SODECA","R 12,087.41","7659.2","0","0","0","-7659.2","14","Yes","Yes"
"1105922","CJFILTER/REC-600X900-450-CA",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11100","MG 100/4 LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11101","MG 100/4 LL T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11102","MG 120/5 LL","FM - VORTICE","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"11103","MG 120/5 LL T","FM - VORTICE","R 0.00","0","0","0","0","0","11","Yes","Yes"
"11104","MG 150/6 LL","FM - VORTICE","R 0.00","0","0","0","0","0","5","Yes","Yes"
"11105","MG 150/6 LL T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11106","MGK 100/4 LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11110","MG 90/3,5","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11116","MG 120/5","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11117","MG 150/6","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"11123","MF 100","FM - VORTICE","R 0.00","0","0","0","0","0","89","Yes","Yes"
"11124","MF 120","FM - VORTICE","R 0.00","0","0","0","0","0","92","Yes","Yes"
"11125","MF 150","FM - VORTICE","R 673.65","129.55","0","0","0","-129.55","73","Yes","Yes"
"11127","MF 100T","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"11128","MF 120 T","FM - VORTICE","R 0.00","0","0","0","0","0","16","Yes","Yes"
"11129","MF 150T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11131","MF 100 LL","FM - VORTICE","R 0.00","0","0","0","0","0","46","Yes","Yes"
"11132","MF 120 LL","FM - VORTICE","R 0.00","0","0","0","0","0","57","Yes","Yes"
"11133","MF 150 LL","FM - VORTICE","R 887.76","887.76","0","0","0","-887.76","3","Yes","Yes"
"11135","MF 100 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","10","Yes","Yes"
"11136","MF 120 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","24","Yes","Yes"
"11137","MF 150 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","8","Yes","Yes"
"11145","MFO 100/4","FM - VORTICE","R 0.00","0","0","0","0","0","29","Yes","Yes"
"11146","MFO 120/5","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11147","MFO 120/5","FM - VORTICE","R 0.00","0","0","0","0","0","27","Yes","Yes"
"1115991","VSD3/A-RFT-40-IP55",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11187","MF 150/6 PIRLL","FM - VORTICE","R 0.00","0","0","0","0","0","6","Yes","Yes"
"112 TBLOCK AL F","BMG MOTORLINE SPARES",,"R 83.20","83.2","0","0","0","-83.2","1","Yes","Yes"
"1120","RZR 19-0800",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11201","M 100 / 4","FM - VORTICE","R 0.00","0","0","0","0","0","36","Yes","Yes"
"11202","M100/4","FM - VORTICE","R 0.00","0","0","0","0","0","56","Yes","Yes"
"11211","M 100 / 4 T","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"11212","M 100 / 4 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","38","Yes","Yes"
"11221","M 100 / 4 A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11222","M 100 / 4 A LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1125043","CL/PLUS/EC-8050",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"112525","11Kw 2P 525V motor to suit 630 Fans","MOTORS","R 5,973.00","11439","19756","22719.4","42.1","8317","3","Yes","Yes"
"11260","ME 100 / 4 LL","FM - VORTICE","R 0.00","0","0","0","0","0","22","Yes","Yes"
"1126467","THT/CL-125-4/8T/6-20-F-300 400V.",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1126491","THT/CL-125-4T/6-25-F-300 400/690V. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1126734","THT/CL-90-4T-10-F-300 IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11270","ME 120/5 LL","FM - VORTICE","R 0.00","0","0","0","0","0","16","Yes","Yes"
"11274","M 120 / 5 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1129393","CA/LINE-10","FM - SODECA","R 868.00","868","0","0","0","-868","0","Yes","Yes"
"1129394","CA/LINE-12","FM - SODECA","R 876.06","876.06","0","0","0","-876.06","0","Yes","Yes"
"1129395","CA/LINE-15","FM - SODECA","R 911.27","911.27","0","0","0","-911.27","0","Yes","Yes"
"1129396","CA/LINE-20","FM - SODECA","R 1,234.51","1234.51","0","0","0","-1234.51","0","Yes","Yes"
"1129397","CA/LINE-25","FM - SODECA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1129398","CA/LINE-31",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"112X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 2012 TAPER 112MM FENNER",,"R 250.31","243.11","0","0","0","-243.11","8","Yes","Yes"
"11301","M 120 / 5","FM - VORTICE","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"11302","M 120 / 5 LL","FM - VORTICE","R 0.00","0","0","0","0","0","23","Yes","Yes"
"11311","M 120 / 5 T","FM - VORTICE","R 0.00","0","0","0","0","0","20","Yes","Yes"
"11313","MEX 100/4 LL 1S","FM - VORTICE","R 0.00","0","0","0","0","0","4","Yes","Yes"
"11314","MEX 100/4 1S LLT","FM - VORTICE","R 0.00","0","0","0","0","0","17","Yes","Yes"
"11321","M 120 / 5 A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11322","M 120 / 5 A LL","FM - VORTICE","R 0.00","0","0","0","0","0","22","Yes","Yes"
"11333","MEX 120/5 LL IS","FM - VORTICE","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"11334","MEX 120/5 1S LLT","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"1139111","THT-90-4T-5.5-14-F-300",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1139474","THT/CL-71-4T-3-F-300 230/400V. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1139862","HTMV-125-4T/9-40/380V. 60Hz. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11401","M 150 / 6","FM - VORTICE","R 634.36","623.03","0","0","0","-623.03","30","Yes","Yes"
"1140155","HTMV-90-4T-7.5/ATEX/2G Ex db 380V. 60Hz",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"11402","M 150 / 6 LL","FM - VORTICE","R 832.35","788.55","0","0","0","-788.55","19","Yes","Yes"
"11411","M 150 / 6 T","FM - VORTICE","R 0.00","0","0","0","0","0","6","Yes","Yes"
"11412","M 150 / 6 T LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11421","M 150 / 6 A","FM - VORTICE","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"11422","M 150 / 6 A LL","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1143.","11kW 4Pole 525V B3 NV3 IE1 Cast Iron","MOTORS","R 8,185.00","8185","0","0","0","-8185","2","Yes","Yes"
"1143PM","11KW 4 POLE 380V Pad Mount Motor",,"R 7,897.17","7897.17","0","0","0","-7897.17","3","Yes","Yes"
"11741","M120/5 P","FM - VORTICE","R 0.00","0","0","0","0","0","13","Yes","Yes"
"11746","M 120/5AP-PUNTO","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"1182768","CJK/EC-500",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"118X2SPA.","PULLEY FRICTION BELT V-WEDGE 2 GROOVESPA 1610 TAPER 118MM FENNER",,"R 220.95","220.95","0","0","0","-220.95","2","Yes","Yes"
"118X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 2012 TAPER 118MM FENNER",,"R 309.09","309.09","0","0","0","-309.09","1","Yes","Yes"
"11944","VORT QUADRO MEDIO","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"11952","VORT QUADRO SUPER","FM - VORTICE","R 0.00","0","0","0","0","0","2","Yes","Yes"
"11967","VORT PRESS 110 LL","FM - VORTICE","R 0.00","0","0","0","0","0","3","Yes","Yes"
"11968","Vort Press 110 ( surface mount )","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"11971","Vort Press 140 ( built-in )","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1200000","Insurance",,"R 252.53","252.53","0","0","0","-252.53","1","Yes","Yes"
"1200SAP","1200mm Diam podded silencer 1400 Long",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"12017","MICRO 100 I","FM - VORTICE","R 0.00","0","0","0","0","0","4","Yes","Yes"
"12018","MICRO 100 I T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12020","MEDIO I","FM - VORTICE","R 1,500.14","1500.14","0","0","0","-1500.14","-1","Yes","Yes"
"12021","MEDIO I T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12023","SUPER I","FM - VORTICE","R 1,932.21","1932.21","0","0","0","-1932.21","0","Yes","Yes"
"12024","SUPER I T","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12045","MICRO 100 I ES (Energy Saving)","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12046","MICRO 100 I T ES (Energy Saving)","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12065","MICRO 100 I T HCS (Humidity ctrl. System)","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12066","MEDIO I T HCS ( Humidity ctrl. system)","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12067","SUPER I T HCS (Humidity ctrl. system)","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1210X28MM","TAPER LOCK BUSH METRIC 1210 28MM FENNER",,"R 62.04","62.04","0","0","0","-62.04","2","Yes","Yes"
"1212521","AT 12/12 SC - Single Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","8","Yes","Yes"
"1212522","AT 12/12 SC2 - Double Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","5","Yes","Yes"
"1220IM","32.F.4 Impeller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1220SC","Screen",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1220SM1.23D","1220 Diam Silencer 1500mm Long",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"12412","V 300/12 AR","FM - VORTICE","R 2,540.94","2151.51","0","0","0","-2151.51","17","Yes","Yes"
"12413","V 300/12 ARI","FM - VORTICE","R 0.00","0","0","0","0","0","25","Yes","Yes"
"12415","V 300/12 AR LL S","FM - VORTICE","R 0.00","0","0","0","0","0","18","Yes","Yes"
"12416","V 300/12 ARI LL S","FM - VORTICE","R 0.00","0","0","0","0","0","11","Yes","Yes"
"12451","V 230/9 P","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12452","V 230/9 AR","FM - VORTICE","R 1,729.24","1730.79","0","0","0","-1730.79","7","Yes","Yes"
"12453","V 230/9 ARI","FM - VORTICE","R 0.00","0","0","0","0","0","3","Yes","Yes"
"12454","V 230/9 P LL S","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"12455","V 230/9 AR LL S","FM - VORTICE","R 2,029.06","1804.1","0","0","0","-1804.1","21","Yes","Yes"
"12456","V 230/9 ARI LL S","FM - VORTICE","R 0.00","0","0","0","0","0","8","Yes","Yes"
"1250CF","1250 Diam Counter Flange","C/FLANGE","R 733.00","534.83","2010","2311.5","73.39","1475.17","96","Yes","Yes"
"1250FC","1250 Diam Flexible Connection","FM - DONKIN","R 1,800.00","2147.54","0","0","0","-2147.54","10","Yes","Yes"
"1250HVJ-2S","1250 Diam Vertical Discharge Unit","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250HVJ-2SB","1250 Diam Vertical Discharge BASE","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250IM","Impeller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250MF","1250 Diam Mounting Feet","M/FEET","R 1,135.05","1135.05","6513","7489.95","82.57","5377.95","287","Yes","Yes"
"1250S1.0D","1250 Diam Silencer 1.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250S1.0DP","1250 Diam Silencer 1.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250S1.5D","1250 Diam Silencer 1.5D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250S1.5DP","1250 Diam Silencer 1.5D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250S2.0D","1250 Diam Silencer 2.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250S2.0DP","1250 Diam Silencer 2.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM1.0D","1250 Diam Melinex Silencer 1.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM1.0DP","1250 Diam Melinex Silencer 1.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM1.5D","1250 Diam Melinex Silencer 1.5D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM1.5DP","1250 Diam Melinex Silencer 1.5D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM2.0D","1250 Diam Melinex Silencer 2.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1250SM2.0DP","1250 Diam Melinex Silencer 2.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"125T300","125 Diam Tube Silencer 300L","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"125T600","125 Diam Tube Silencer 600L","FM - DONKIN","R 448.00","440.33","0","0","0","-440.33","6","Yes","Yes"
"125TTSilentM","125 TT Silent M Fan","FM - DONKIN","R 0.00","0","0","0","0","0","-50","Yes","Yes"
"12611","V 150/6 P","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12612","V 150/6 AR","FM - VORTICE","R 890.82","887.29","0","0","0","-887.29","40","Yes","Yes"
"12613","V 150/6 ARI","FM - VORTICE","R 1,434.50","667.21","0","0","0","-667.21","40","Yes","Yes"
"12614","V 150/6 P LL S","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12615","V 150/6 AR LL S","FM - VORTICE","R 1,024.00","994.12","0","0","0","-994.12","43","Yes","Yes"
"12616","V 150/6 ARI LL S","FM - VORTICE","R 0.00","0","0","0","0","0","6","Yes","Yes"
"1270510","CUADRO MANDOS BOX SMART",,"R 8,325.00","8325","0","0","0","-8325","13","Yes","Yes"
"1272947","THT/CL -125-6T/ 12-15-F-300 IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1273007","THT/IMP-C-REV-63-2T-20-F-400 IE3",,"R 0.00","0","0","0","0","0","10","Yes","Yes"
"1273330","SDECB/Z-260-4T-0.75",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1273331","SDECB/Z-280-4T-0.75",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1273332","SDECB/Z-300-4T-0.75",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"12740","30/12 ARI","FM - VORTICE","R 0.00","0","0","0","0","0","1","Yes","Yes"
"1275754","CJK/FILTER/EC-500-F7+F9",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1280298","DAMPER BOX SMART 71/80",,"R 46,620.00","46620","0","0","0","-46620","13","Yes","Yes"
"1282483","KIT BOXPDS SMART 900 4T 10 IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1286836","PS-125 20CV",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"12877","IRET INVERTER 400 2.2A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12878","IRET INVERTER 400 3.6A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12879","IRET INVERTER 400 5A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12880","IRET INVERTER 400 8A","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"1289142","SV/FILTER/EC- 200 F6+F8",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"12941","CR5N Speed Controller","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12943","CR5 Speed Controller","FM - VORTICE","R 0.00","0","0","0","0","0","9","Yes","Yes"
"129521","AT 12/9 SC - Single Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","9","Yes","Yes"
"129522","AT 12/9 SC2 - Double Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"12966","C1.5 Speed Controller (to suit Lineo 100 to 200)","FM - VORTICE","R 514.79","514.79","0","0","0","-514.79","20","Yes","Yes"
"12967","C2.5 Speed Controller (to suit Lineo 250 to 315)","FM - VORTICE","R 0.00","0","0","0","0","0","17","Yes","Yes"
"12994","PIR","FM - VORTICE","R 0.00","0","0","0","0","0","8","Yes","Yes"
"12998","PIR Sensor","FM - VORTICE","R 0.00","0","0","0","0","0","32","Yes","Yes"
"13001","KIT TE 150/6 Roof Mounting","FM - VORTICE","R 0.00","0","0","0","0","0","4","Yes","Yes"
"13002","KIT TE 230/9 Roof Mounting","FM - VORTICE","R 0.00","0","0","0","0","0","20","Yes","Yes"
"13003","KIT TE 300/12 Roof Mounting","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"13028","KIT TC 230/9","FM - VORTICE","R 157.72","0","0","0","0","0","14","Yes","Yes"
"13-11","CABTYRE - 6MM X 6 LUGS 10PKT",,"R 32.00","32","0","0","0","-32","8","Yes","Yes"
"13-12","CABTYRE - 6MM X 8 LUGS 10PKT",,"R 52.00","52","0","0","0","-52","8","Yes","Yes"
"132B0100","OPT MICRO LCP DISPLAY W/O POTENTIOM",,"R 597.32","597.32","0","0","0","-597.32","1","Yes","Yes"
"1350439","HCT/EC- 63-4T-3 IE5",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1352297","SC-1250/1200",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1353233","KIT BOXSMART-7100 - 230V. -1D",,"R 85,950.00","85950","0","0","0","-85950","13","Yes","Yes"
"1353244","KIT BOXSMART-7100 - 230V. -2D",,"R 102,240.00","102240","0","0","0","-102240","13","Yes","Yes"
"1355136","HGT-125-4T/12-60 400/690V. IE3",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1373000218","MOTORE GM-63A4 B143F TC10 - TIRACAMINO MOTOR","FM - VORTICE","R 1,289.96","1330.13","0","0","0","-1330.13","24","Yes","Yes"
"13mm X 8mm","A 2100",,"R 250.00","250","0","0","0","-250","10","Yes","Yes"
"1400mm","Twin Stage Fan c/w 90kw 4Pole (1400rpm) 550V motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1400mm BM","1400mm Bellmouth",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1400mm Inlet","and Discharge Screen",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"15000","Tiracamino Chimney Fan for Chimney Tops","FM - VORTICE","R 5,844.91","5798.62","0","0","0","-5798.62","9","Yes","Yes"
"1500W","TERAL 17.5KG",,"R 1,130.43","1130.43","0","0","0","-1130.43","6","Yes","Yes"
"1501","ARCAL SPEED 50L CYLINDER 17.5KG","FABRICATION","R 1,130.43","1130.43","0","0","0","-1130.43","2","Yes","Yes"
"1502479","HTMH-71-4T-4 220/380V. 60Hz IE3",,"R 21,976.78","21774.6","0","0","0","-21774.6","20","Yes","Yes"
"1503625","CA/LINE/EC-10",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1503631","CA/LINE/EC-20",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1503632","CA/LINE/EC-31 50/60Hz.",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"1503633","CA/LINE/EC-31 50/60Hz.",,"R 4,281.64","4281.64","0","0","0","-4281.64","1","Yes","Yes"
"1503634","CA/LINE/EC-35 50/60Hz.",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
