Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
Total for Item:,1000 SIL - Inlet Silencer 1000 1.5D (1000mm Diameter to reduce noise on the dischargeside),,,-1.00
1000 X 500 MM - Sand Trap Air Louver
28/02/2024,INV2858,Tax Invoice,Kliktech Company Limited,-2.00
Total for Item:,1000 X 500 MM - Sand Trap Air Louver,,,-2.00
10000000 - Impeller 0560mm 'B' 250A14PR19mm 080Frame
21/11/2025,SIV3604,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
Total for Item:,10000000 - Impeller 0560mm 'B' 250A14PR19mm 080Frame,,,1.00
1000002 - Monthly Retainer - March 2025
31/03/2025,SIV2924,Supplier Invoice,KOBILAN PILLAY AND ASSOCIATES,1.00
25/04/2025,SIV3009,Supplier Invoice,KOBILAN PILLAY AND ASSOCIATES,1.00
25/06/2025,SIV3148,Supplier Invoice,KOBILAN PILLAY AND ASSOCIATES,1.00
01/09/2025,SIV3349,Supplier Invoice,KOBILAN PILLAY AND ASSOCIATES,1.00
Total for Item:,1000002 - Monthly Retainer - March 2025,,,4.00
1000005 - TURBINA CMP 616 14 LG (Impeller for CMP616-2T-0.75 230/400V)
15/02/2023,Opening Balance,Opening Balance,,100.00
16/03/2023,INV2050,Tax Invoice,Cape Fans (Pty) Ltd,-2.00
17/03/2023,INV2056,Tax Invoice,Cape Fans (Pty) Ltd,-2.00
26/07/2023,INV2334,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
14/08/2023,SIV2123,Supplier Invoice,SODECA,1.00
07/09/2023,,Adjustment,,-95.00
11/12/2023,INV2707,Tax Invoice,Airtec Fans & Engineering,-20.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,20.00
29/05/2025,SIV3085,Supplier Invoice,SODECA,2.00
29/05/2025,SIV3085,Supplier Invoice,SODECA,1.00
Total for Item:,1000005 - TURBINA CMP 616 14 LG (Impeller for CMP616-2T-0.75 230/400V),,,4.00
1000012 - HCD 20 4M
09/06/2023,INV2225,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
14/06/2023,INV2231,Tax Invoice,kk Ice Master,-16.00
07/09/2023,,Adjustment,,19.00
29/09/2023,,Adjustment,,18.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,3.00
13/01/2025,SIV2856,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
24/11/2025,SIV3597,Supplier Invoice,WEG South Africa,4.00
Total for Item:,1000012 - HCD 20 4M,,,28.00
1000013 - HCD 25 4M
07/08/2023,INV2353,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
07/09/2023,,Adjustment,,4.00
29/09/2023,,Adjustment,,8.00
12/10/2023,INV2528,Tax Invoice,INVESTER Amalgam Pty Ltd,-2.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,2.00
14/07/2025,INV3865,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
21/08/2025,INV3953,Tax Invoice,Morlyn Fans and Engineering Suppliers,-2.00
26/08/2025,INV3964,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
09/09/2025,INV3992,Tax Invoice,Morlyn Fans and Engineering Suppliers,-2.00
01/12/2025,INV4261,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
08/12/2025,INV4274,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
06/02/2026,INV4368,Tax Invoice,Morlyn Fans and Engineering Suppliers,-1.00
Total for Item:,1000013 - HCD 25 4M,,,2.00
1000013. - HCD-30-4M 230V. 50/60Hz
04/09/2024,SIV2516,Supplier Invoice,SODECA,8.00
Total for Item:,1000013. - HCD-30-4M 230V. 50/60Hz,,,8.00
1000015 - HCD 30 4M
07/09/2023,,Adjustment,,1.00
08/09/2023,INV2448,Tax Invoice,Aircycle Engineering CC,-17.00
29/09/2023,,Adjustment,,17.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,4.00
26/01/2024,INV2775,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
23/07/2024,INV3163,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-2.00
09/09/2024,INV3264,Tax Invoice,Aircontech Technologies,-1.00
13/01/2025,SIV2857,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
09/07/2025,INV3855,Tax Invoice,Ref Air Services,-1.00
Total for Item:,1000015 - HCD 30 4M,,,1.00
1000016 - HCD 35 4M
12/05/2023,Opening Balance,Opening Balance,,22.00
26/09/2023,INV2484,Tax Invoice,G & S Winders (Pty) Ltd t/a Luck and King,-5.00
08/07/2024,INV3123,Tax Invoice,Aircycle Engineering CC,-1.00
22/10/2024,INV3356,Tax Invoice,Diesel Innovations (PTY) LTD,-1.00
24/02/2026,INV4420,Tax Invoice,Butec,-7.00
24/02/2026,CRN1074,Credit Note,Butec,7.00
Total for Item:,1000016 - HCD 35 4M,,,15.00
1000039 - HCT-25-2M/PL
12/05/2023,Opening Balance,Opening Balance,,8.00
Total for Item:,1000039 - HCT-25-2M/PL,,,8.00
1000040 - HCT-25-2T/PL
12/05/2023,Opening Balance,Opening Balance,,7.00
09/05/2025,INV3730,Tax Invoice,Hucra Fans,-1.00
17/04/2026,INV4549,Tax Invoice,Hucra Fans,-1.00
Total for Item:,1000040 - HCT-25-2T/PL,,,5.00
1000043 - HCT-25-4M/PL
12/05/2023,Opening Balance,Opening Balance,,8.00
Total for Item:,1000043 - HCT-25-4M/PL,,,8.00
1000044 - HCT-25-4T/PL
12/05/2023,Opening Balance,Opening Balance,,3.00
Total for Item:,1000044 - HCT-25-4T/PL,,,3.00
1000046 - HCT-31-2M/PL
23/05/2023,INV2191,Tax Invoice,ABMS Maintenance Services,-1.00
07/09/2023,,Adjustment,,10.00
Total for Item:,1000046 - HCT-31-2M/PL,,,9.00
1000047 - HCT-31-2T/PL
12/05/2023,Opening Balance,Opening Balance,,6.00
22/07/2025,INV3886,Tax Invoice,Hucra Fans,-2.00
Total for Item:,1000047 - HCT-31-2T/PL,,,4.00
1000049 - HCT-31-4M/PL
12/05/2023,Opening Balance,Opening Balance,,9.00
26/11/2024,INV3447,Tax Invoice,Hucra Fans,-1.00
Total for Item:,1000049 - HCT-31-4M/PL,,,8.00
1000050 - HCT-31-4T/PL
12/05/2023,Opening Balance,Opening Balance,,4.00
Total for Item:,1000050 - HCT-31-4T/PL,,,4.00
1000051 - HCT-35-2M/PL
12/05/2023,Opening Balance,Opening Balance,,1.00
Total for Item:,1000051 - HCT-35-2M/PL,,,1.00
1000052 - HCT-35-2T/PL
12/05/2023,Opening Balance,Opening Balance,,8.00
26/01/2024,INV2776,Tax Invoice,EW-Refining Sarl,-1.00
Total for Item:,1000052 - HCT-35-2T/PL,,,7.00
1000054 - HCT-35-4M/PL
12/05/2023,Opening Balance,Opening Balance,,4.00
Total for Item:,1000054 - HCT-35-4M/PL,,,4.00
1000055 - HCT-35-4T/PL
12/05/2023,Opening Balance,Opening Balance,,1.00
Total for Item:,1000055 - HCT-35-4T/PL,,,1.00
100081 - OPTECH OUTER LENS 110 X 90
12/02/2026,Opening Balance,Opening Balance,,5.00
12/02/2026,SIV3816,Supplier Invoice,INTROWELD CC,5.00
Total for Item:,100081 - OPTECH OUTER LENS 110 X 90,,,10.00
100083 - OPTECH INNER LENS 108 X 51
12/02/2026,SIV3816,Supplier Invoice,INTROWELD CC,5.00
Total for Item:,100083 - OPTECH INNER LENS 108 X 51,,,5.00
100087 - SOLAR HELMET ADJUSTABLE (84-210300-11
12/02/2026,Opening Balance,Opening Balance,,1.00
12/02/2026,SIV3816,Supplier Invoice,INTROWELD CC,1.00
Total for Item:,100087 - SOLAR HELMET ADJUSTABLE (84-210300-11,,,2.00
1000CF - 1000 Diam Counter Flange
14/02/2022,Opening Balance,Opening Balance,,1000.00
28/02/2022,INV1243,Tax Invoice,Climate Management Services,-1.00
28/02/2022,SIV1066,Supplier Invoice,Air Speration,1.00
23/03/2023,SIV1594,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
13/06/2023,SIV1749,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
14/06/2023,SIV1755,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
27/06/2023,INV2254,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-4.00
08/08/2023,SIV1853,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
14/09/2023,INV2460,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
06/12/2023,SIV2094,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-2.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-2.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
20/01/2025,SIV2774,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
14/02/2025,INV3572,Tax Invoice,Dueltron (Pty) Ltd,-2.00
25/03/2025,SIV2913,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
26/03/2025,INV3659,Tax Invoice,Dueltron (Pty) Ltd,-8.00
02/04/2025,SIV2942,Supplier Invoice,Attenu-Tec HVAC Parts,6.00
09/04/2025,SIV2965,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
09/04/2025,SIV2967,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
12/05/2025,INV3735,Tax Invoice,Butec,-2.00
12/05/2025,SIV3042,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-2.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-2.00
14/07/2025,INV3866,Tax Invoice,Butec,-6.00
14/07/2025,SIV3222,Supplier Invoice,Attenu-Tec HVAC Parts,6.00
22/09/2025,SIV3382,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
23/09/2025,INV4035,Tax Invoice,Butec,-2.00
19/03/2026,SIV3822,Supplier Invoice,Attenu-Tec HVAC Parts,10.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-8.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
08/04/2026,SIV3914,Supplier Invoice,Attenu-Tec HVAC Parts,1.00
08/04/2026,SIV3915,Supplier Invoice,Attenu-Tec HVAC Parts,3.00
21/04/2026,INV4554,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
21/04/2026,INV4555,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-3.00
Total for Item:,1000CF - 1000 Diam Counter Flange,,,1012.00
1000CFUG - 1000 Diam Counter Flange Ungalvanised
06/02/2026,SIV3740,Supplier Invoice,ULTIMATENG (PTY) LTD,6.00
Total for Item:,1000CFUG - 1000 Diam Counter Flange Ungalvanised,,,6.00
1000IC - Majax Inlet Cone
05/03/2026,SIV3824,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
19/03/2026,SIV3822,Supplier Invoice,Attenu-Tec HVAC Parts,10.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-8.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
08/04/2026,SIV3914,Supplier Invoice,Attenu-Tec HVAC Parts,1.00
08/04/2026,SIV3915,Supplier Invoice,Attenu-Tec HVAC Parts,3.00
21/04/2026,INV4554,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
21/04/2026,INV4555,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-3.00
Total for Item:,1000IC - Majax Inlet Cone,,,2.00
1000MBP09 - 1-0350-240 P09 - 1000 Motor Bracket
19/07/2024,Opening Balance,Opening Balance,,8.00
15/04/2025,SIV2977,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,16.00
26/02/2026,SIV3760,Supplier Invoice,GALVAGLOW (PTY) LTD,12.00
Total for Item:,1000MBP09 - 1-0350-240 P09 - 1000 Motor Bracket,,,36.00
1000MF - 1000 Diam Mounting Feet
14/02/2022,Opening Balance,Opening Balance,,100.00
28/02/2022,INV1243,Tax Invoice,Climate Management Services,-2.00
04/03/2022,INV1253,Tax Invoice,Artecube,-2.00
16/03/2023,SIV1727,Supplier Invoice,Air Speration,2.00
17/03/2023,INV2055,Tax Invoice,Ampair (Pty) Ltd,-4.00
30/06/2023,SIV1793,Supplier Invoice,Air Speration,4.00
11/07/2023,INV2280,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-4.00
05/09/2023,SIV1914,Supplier Invoice,Air Speration,8.00
14/09/2023,INV2460,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-8.00
11/10/2023,SIV1977,Supplier Invoice,Air Speration,4.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-4.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-4.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
15/04/2025,SIV2977,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,8.00
12/05/2025,INV3735,Tax Invoice,Butec,-4.00
12/05/2025,SIV3042,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-4.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-4.00
14/07/2025,INV3866,Tax Invoice,Butec,-8.00
14/07/2025,SIV3223,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
22/09/2025,SIV3382,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
23/09/2025,INV4035,Tax Invoice,Butec,-4.00
26/02/2026,SIV3760,Supplier Invoice,GALVAGLOW (PTY) LTD,24.00
12/03/2026,INV4456,Tax Invoice,Crystal Sparkle Trading,-4.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-16.00
19/03/2026,INV4487,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
21/04/2026,INV4554,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
21/04/2026,INV4555,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-6.00
23/04/2026,SIV3919,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
Total for Item:,1000MF - 1000 Diam Mounting Feet,,,90.00
1000MFUG - 1000 Diam Mounting Feet Ungalvanized
06/02/2026,SIV3740,Supplier Invoice,ULTIMATENG (PTY) LTD,12.00
06/02/2026,SIV3740,Supplier Invoice,ULTIMATENG (PTY) LTD,12.00
Total for Item:,1000MFUG - 1000 Diam Mounting Feet Ungalvanized,,,24.00
1000S1.5DP - 1000 Diam Silencer 1.5D Podded
14/05/2024,SIV2286,Supplier Invoice,Attenu-Tec,2.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-2.00
12/05/2025,INV3735,Tax Invoice,Butec,-2.00
12/05/2025,SIV3041,Supplier Invoice,Attenu-Tec,2.00
14/07/2025,INV3866,Tax Invoice,Butec,-4.00
14/07/2025,SIV3221,Supplier Invoice,Attenu-Tec,4.00
22/09/2025,SIV3381,Supplier Invoice,Attenu-Tec,2.00
23/09/2025,INV4035,Tax Invoice,Butec,-2.00
Total for Item:,1000S1.5DP - 1000 Diam Silencer 1.5D Podded,,,0.00
1000S2.0DP - 1000 Diam Silencer 2.0D Podded
16/05/2025,SIV3061,Supplier Invoice,Attenu-Tec,2.00
16/05/2025,SIV3061,Supplier Invoice,Attenu-Tec,2.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-2.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-2.00
Total for Item:,1000S2.0DP - 1000 Diam Silencer 2.0D Podded,,,0.00
1000SM1.0D - 1000 Diam Melinex Silencer 1.0D
08/08/2023,SIV1854,Supplier Invoice,Attenu-Tec,4.00
Total for Item:,1000SM1.0D - 1000 Diam Melinex Silencer 1.0D,,,4.00
1000SM1.0DP - 1000 Diam Melinex Silencer 1.0D Podded
14/09/2023,INV2460,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
Total for Item:,1000SM1.0DP - 1000 Diam Melinex Silencer 1.0D Podded,,,-4.00
1000SM1.5DP - 1000 Diam Melinex Silencer 1.5D Podded
06/12/2023,SIV2089,Supplier Invoice,Attenu-Tec,2.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-2.00
Total for Item:,1000SM1.5DP - 1000 Diam Melinex Silencer 1.5D Podded,,,0.00
1002948 - HCT-40-4T-0.33/PL
22/12/2025,SIV3842,Supplier Invoice,SODECA,1.00
25/03/2026,INV4505,Tax Invoice,Vescotech,-1.00
Total for Item:,1002948 - HCT-40-4T-0.33/PL,,,0.00
1005877 - HTM-45-4T
12/05/2023,Opening Balance,Opening Balance,,2.00
Total for Item:,1005877 - HTM-45-4T,,,2.00
1005878 - HTM-56-4M
09/06/2023,INV2224,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,1.00
Total for Item:,1005878 - HTM-56-4M,,,0.00
1005879 - HTM-56-4T
07/09/2023,,Adjustment,,1.00
24/10/2023,INV2552,Tax Invoice,Howden Power a Div of Howden Africa (Pty) LTD,-1.00
Total for Item:,1005879 - HTM-56-4T,,,0.00
1006313 - HCDF-31-4T / ATEX / EXII2G Ex d
09/11/2025,SIV3583,Supplier Invoice,SODECA,1.00
Total for Item:,1006313 - HCDF-31-4T / ATEX / EXII2G Ex d,,,1.00
1006315 - HCDF 35 - 4T - Flameproof
20/11/2025,INV4231,Tax Invoice,Centrifab (Pty) Ltd,-1.00
Total for Item:,1006315 - HCDF 35 - 4T - Flameproof,,,-1.00
1006321 - HCDF 50 - 4T - Flameproof
12/05/2023,Opening Balance,Opening Balance,,2.00
06/06/2024,INV3059,Tax Invoice,Sonae Arauco South Africa (Pty) Ltd,-1.00
01/07/2025,INV3831,Tax Invoice,Kusasa Electrical Solutions,-1.00
Total for Item:,1006321 - HCDF 50 - 4T - Flameproof,,,0.00
1006323 - HCDF 56 - 4T - Flameproof
12/05/2023,Opening Balance,Opening Balance,,2.00
Total for Item:,1006323 - HCDF 56 - 4T - Flameproof,,,2.00
1006663 - B-150
29/05/2025,SIV3085,Supplier Invoice,SODECA,8.00
Total for Item:,1006663 - B-150,,,8.00
1006974 - RPA-20
29/05/2025,SIV3085,Supplier Invoice,SODECA,4.00
Total for Item:,1006974 - RPA-20,,,4.00
1007140 - ACE-150
29/05/2025,SIV3085,Supplier Invoice,SODECA,4.00
Total for Item:,1007140 - ACE-150,,,4.00
1007944 - CPV 1020 4T
19/05/2023,INV2185,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
30/05/2023,INV2208,Tax Invoice,Hucra Fans,-2.00
14/07/2023,INV2296,Tax Invoice,Hucra Fans,-1.00
14/08/2023,SIV2123,Supplier Invoice,SODECA,2.00
04/09/2023,INV2435,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,6.00
03/11/2023,INV2592,Tax Invoice,Wito Plastics,-1.00
11/12/2023,INV2708,Tax Invoice,Hucra Fans,-1.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,3.00
02/04/2024,SIV2233,Supplier Invoice,SODECA,2.00
02/04/2024,SIV2234,Supplier Invoice,SODECA,2.00
12/07/2024,INV3137,Tax Invoice,Hucra Fans,-1.00
02/08/2024,INV3195,Tax Invoice,Hucra Fans,-1.00
26/08/2024,INV3237,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
12/12/2024,SIV2739,Supplier Invoice,SODECA,2.00
12/12/2024,SIV2739,Supplier Invoice,SODECA,1.00
17/02/2025,INV3580,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
04/03/2025,INV3614,Tax Invoice,Hucra Fans,-1.00
15/04/2025,INV3694,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
29/05/2025,SIV3085,Supplier Invoice,SODECA,2.00
30/05/2025,INV3780,Tax Invoice,Hucra Fans,-2.00
03/06/2025,INV3783,Tax Invoice,Hucra Fans,-1.00
22/07/2025,SIV3361,Supplier Invoice,SODECA,6.00
16/09/2025,INV4015,Tax Invoice,Hucra Fans,-1.00
01/10/2025,INV4045,Tax Invoice,Hucra Fans,-1.00
04/11/2025,INV4160,Tax Invoice,Hucra Fans,-1.00
22/12/2025,SIV3842,Supplier Invoice,SODECA,3.00
12/01/2026,INV4304,Tax Invoice,Prospec Engineering,-1.00
27/01/2026,INV4343,Tax Invoice,Hucra Fans,-1.00
10/03/2026,INV4454,Tax Invoice,The Pekay Group (pty)Ltd,-1.00
23/03/2026,INV4498,Tax Invoice,Hucra Fans,-1.00
Total for Item:,1007944 - CPV 1020 4T,,,6.00
1007947 - CPV 1325 4T
31/07/2023,INV2345,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,4.00
25/06/2024,INV3095,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
26/06/2024,INV3098,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
27/06/2024,INV3105,Tax Invoice,I.T.S. Pumps & Seals ,-1.00
04/09/2024,SIV2516,Supplier Invoice,SODECA,1.00
04/09/2024,SIV2516,Supplier Invoice,SODECA,2.00
06/11/2024,INV3395,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
17/02/2025,INV3580,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
22/12/2025,SIV3842,Supplier Invoice,SODECA,2.00
12/01/2026,INV4304,Tax Invoice,Prospec Engineering,-1.00
Total for Item:,1007947 - CPV 1325 4T,,,2.00
1007957 - CPV 1020 2TIE3
07/06/2023,Opening Balance,Opening Balance,,2.00
29/05/2025,INV3777,Tax Invoice,HI Calibre Engineering (Pty) Ltd,-1.00
29/05/2025,INV3777,Tax Invoice,HI Calibre Engineering (Pty) Ltd,-1.00
22/07/2025,SIV3361,Supplier Invoice,SODECA,4.00
Total for Item:,1007957 - CPV 1020 2TIE3,,,4.00
1007960 - CPV 1325 2TIE3
07/06/2023,INV2220,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,2.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,1.00
Total for Item:,1007960 - CPV 1325 2TIE3,,,2.00
1008005 - CPV-1020-4T/ATEX/EXII2G Ex d
19/09/2023,Opening Balance,Opening Balance,,10.00
Total for Item:,1008005 - CPV-1020-4T/ATEX/EXII2G Ex d,,,10.00
1008010 - CPV-1020-2T/ATEX/EXII2G Ex d
19/09/2023,Opening Balance,Opening Balance,,10.00
Total for Item:,1008010 - CPV-1020-2T/ATEX/EXII2G Ex d,,,10.00
1008011 - CPV/ATEX-1325-2T/2G Ex db
15/04/2026,INV4545,Tax Invoice,The Pekay Group (pty)Ltd,-1.00
Total for Item:,1008011 - CPV/ATEX-1325-2T/2G Ex db,,,-1.00
1008843 - CMA-218-2M
07/09/2023,,Adjustment,,15.00
22/05/2024,INV3031,Tax Invoice,Cape Fans (Pty) Ltd,-2.00
26/09/2024,INV3287,Tax Invoice,Grain Training Institute,-1.00
Total for Item:,1008843 - CMA-218-2M,,,12.00
1008844 - CMA-218-2T
29/05/2023,INV2207,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,18.00
03/05/2024,INV2999,Tax Invoice,Cape Fans (Pty) Ltd,-2.00
29/10/2024,INV3380,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
29/11/2024,INV3453,Tax Invoice,Resonant Environmental Technologies (Pty) Ltd,-2.00
15/01/2025,INV3502,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
27/05/2025,INV3769,Tax Invoice,Cape Fans (Pty) Ltd,-4.00
22/12/2025,SIV3842,Supplier Invoice,SODECA,11.00
Total for Item:,1008844 - CMA-218-2T,,,18.00
1008847 - CMA-324-2M
07/09/2023,,Adjustment,,9.00
24/10/2023,INV2555,Tax Invoice,Mlilo Surveys cc,-1.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,3.00
25/06/2024,INV3096,Tax Invoice,Rocafusion,-1.00
04/02/2025,INV3546,Tax Invoice,Grain Training Institute,-2.00
Total for Item:,1008847 - CMA-324-2M,,,8.00
1008849 - CMA-324-2T
07/09/2023,,Adjustment,,6.00
17/11/2023,INV2633,Tax Invoice,Hucra Fans,-1.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,4.00
19/03/2024,INV2903,Tax Invoice,Hucra Fans,-1.00
04/09/2024,INV3249,Tax Invoice,Hucra Fans,-1.00
04/09/2024,SIV2516,Supplier Invoice,SODECA,2.00
29/10/2024,INV3376,Tax Invoice,Apex Engineering (PTY) Ltd,-1.00
11/03/2025,INV3627,Tax Invoice,Hucra Fans,-1.00
06/05/2025,INV3724,Tax Invoice,Hucra Fans,-1.00
18/07/2025,INV3878,Tax Invoice,Hucra Fans,-1.00
22/07/2025,SIV3361,Supplier Invoice,SODECA,4.00
23/09/2025,INV4040,Tax Invoice,Hucra Fans,-1.00
26/09/2025,INV4042,Tax Invoice,Hucra Fans,-1.00
07/01/2026,INV4301,Tax Invoice,Hucra Fans,-1.00
16/01/2026,INV4316,Tax Invoice,Hucra Fans,-1.00
Total for Item:,1008849 - CMA-324-2T,,,5.00
1008851 - CMA-325-2M
07/09/2023,,Adjustment,,10.00
16/10/2023,INV2532,Tax Invoice,NWK LTD,-3.00
21/11/2023,INV2642,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-4.00
21/11/2023,INV2643,Tax Invoice,NWK LTD,-3.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,3.00
29/01/2024,INV2777,Tax Invoice,Apex Engineering (PTY) Ltd,-4.00
27/03/2024,INV2926,Tax Invoice,NWK LTD,-2.00
02/04/2024,SIV2233,Supplier Invoice,SODECA,8.00
02/04/2024,SIV2234,Supplier Invoice,SODECA,5.00
22/04/2024,SIV2258,Supplier Invoice,SODECA,12.00
26/09/2024,INV3289,Tax Invoice,NWK LTD,-1.00
15/10/2024,INV3336,Tax Invoice,NWK LTD,-5.00
05/12/2024,INV3473,Tax Invoice,NWK LTD,-3.00
06/02/2025,INV3549,Tax Invoice,Apex Engineering (PTY) Ltd,-1.00
28/03/2025,SIV2931,Supplier Invoice,SODECA,4.00
09/04/2025,INV3683,Tax Invoice,Apex Engineering (PTY) Ltd,-3.00
29/05/2025,SIV3085,Supplier Invoice,SODECA,2.00
05/09/2025,INV3983,Tax Invoice,NWK LTD,-4.00
12/11/2025,INV4203,Tax Invoice,NWK LTD,-4.00
22/12/2025,SIV3842,Supplier Invoice,SODECA,11.00
25/03/2026,INV4502,Tax Invoice,NWK LTD,-1.00
25/03/2026,INV4504,Tax Invoice,NWK LTD,-3.00
Total for Item:,1008851 - CMA-325-2M,,,14.00
1008852 - CMA-325-2T
07/09/2023,,Adjustment,,14.00
11/12/2023,SIV2104,Supplier Invoice,SODECA,3.00
06/03/2024,INV2869,Tax Invoice,NWK LTD,-2.00
05/07/2024,INV3120,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-4.00
05/12/2024,INV3472,Tax Invoice,NWK LTD,-3.00
28/03/2025,SIV2931,Supplier Invoice,SODECA,4.00
12/08/2025,INV3934,Tax Invoice,Hucra Fans,-1.00
15/08/2025,INV3944,Tax Invoice,Hucra Fans,-1.00
02/09/2025,INV3981,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-3.00
05/09/2025,INV3983,Tax Invoice,NWK LTD,-1.00
22/12/2025,SIV3842,Supplier Invoice,SODECA,11.00
