Code,Description,Type,Category,Supplier,On Hand,Demand,Min,On Order,Lead,Status,   Avg Cost   , Total ,
11133,MF 150 LL,,FM - VORTICE,,0,,,0,,, R887.76 , R2 663.28 ,
11135,MF 100 T LL,,FM - VORTICE,,8,,,0,,,   R                         -    ,   R                             -    ,
11136,MF 120 T LL,,FM - VORTICE,,27,,,0,,,   R                         -    ,   R                             -    ,
11137,MF 150 T LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11145,MFO 100/4,,FM - VORTICE,,25,,,0,,,   R                         -    ,   R                             -    ,
11146,MFO 120/5,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11147,MFO 120/5,,FM - VORTICE,,28,,,0,,,   R                         -    ,   R                             -    ,
1115991,VSD3/A-RFT-40-IP55,,,,0,,,0,,,   R                         -    ,   R                             -    ,
11187,MF 150/6 PIRLL,,FM - VORTICE,,3,,,0,,,   R                         -    ,   R                             -    ,
112 TBLOCK AL F,BMG MOTORLINE SPARES,,,,0,,,0,,, R83.20 , R83.20 ,
11201,M 100 / 4,,FM - VORTICE,,22,,,0,,,   R                         -    ,   R                             -    ,
11202,M100/4,,FM - VORTICE,,42,,,0,,,   R                         -    ,   R                             -    ,
11211,M 100 / 4 T,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11212,M 100 / 4 T LL,,FM - VORTICE,,36,,,0,,,   R                         -    ,   R                             -    ,
11221,M 100 / 4 A,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11222,M 100 / 4 A LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
112525,11Kw 2P 525V motor to suit 630 Fans,,,,0,,,0,,, R11 439.00 , R34 317.00 ,
11260,ME 100 / 4 LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1126467,THT/CL-125-4/8T/6-20-F-300 400V.,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1126491,THT/CL-125-4T/6-25-F-300 400/690V. IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1126734,THT/CL-90-4T-10-F-300 IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
11270,ME 120/5 LL,,FM - VORTICE,,12,,,0,,,   R                         -    ,   R                             -    ,
11274,M 120 / 5 T LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
112X3SPA,PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 2012 TAPER 112MM FENNER,,,,0,,,0,,, R243.11 , R1 944.88 ,
11301,M 120 / 5,,FM - VORTICE,,57,,,0,,,   R                         -    ,   R                             -    ,
11302,M 120 / 5 LL,,FM - VORTICE,,28,,,0,,,   R                         -    ,   R                             -    ,
11311,M 120 / 5 T,,FM - VORTICE,,20,,,0,,,   R                         -    ,   R                             -    ,
11313,MEX 100/4 LL 1S,,FM - VORTICE,,14,,,0,,,   R                         -    ,   R                             -    ,
11314,MEX 100/4 1S LLT,,FM - VORTICE,,19,,,0,,,   R                         -    ,   R                             -    ,
11321,M 120 / 5 A,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11322,M 120 / 5 A LL,,FM - VORTICE,,18,,,0,,,   R                         -    ,   R                             -    ,
11333,MEX 120/5 LL IS,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11334,MEX 120/5 1S LLT,,FM - VORTICE,,2,,,0,,,   R                         -    ,   R                             -    ,
1139111,THT-90-4T-5.5-14-F-300,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1139474,THT/CL-71-4T-3-F-300 230/400V. IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1139862,HTMV-125-4T/9-40/380V. 60Hz. IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
11401,M 150 / 6,,FM - VORTICE,,23,,,0,,, R623.03 , R18 690.90 ,
1140155,HTMV-90-4T-7.5/ATEX/2G Ex db 380V. 60Hz,,,,0,,,0,,,   R                         -    ,   R                             -    ,
11402,M 150 / 6 LL,,FM - VORTICE,,18,,,0,,, R788.55 , R14 982.45 ,
11411,M 150 / 6 T,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11412,M 150 / 6 T LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11421,M 150 / 6 A,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11422,M 150 / 6 A LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1143PM,11KW 4 POLE 380V Pad Mount Motor,,,,0,,,0,,, R7 897.17 , R23 691.51 ,
11741,M120/5 P,,FM - VORTICE,,10,,,0,,,   R                         -    ,   R                             -    ,
118X2SPA.,PULLEY FRICTION BELT V-WEDGE 2 GROOVESPA 1610 TAPER 118MM FENNER,,,,0,,,0,,, R220.95 , R441.90 ,
118X3SPA,PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 2012 TAPER 118MM FENNER,,,,0,,,0,,, R309.09 , R309.09 ,
11944,VORT QUADRO MEDIO,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11952,VORT QUADRO SUPER,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11967,VORT PRESS 110 LL,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11968,Vort Press 110 ( surface mount ),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
11971,Vort Press 140 ( built-in ),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1200000,Insurance,,,,0,,,0,,, R252.53 , R252.53 ,
1200SAP,1200mm Diam podded silencer 1400 Long,,,,0,,,0,,,   R                         -    ,   R                             -    ,
12017,MICRO 100 I,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12018,MICRO 100 I T,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12020,MEDIO I,,FM - VORTICE,,0,,,0,,, R1 500.14 ,   R                             -    ,
12021,MEDIO I T,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12023,SUPER I,,FM - VORTICE,,0,,,0,,, R1 932.21 ,   R                             -    ,
12024,SUPER I T,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12045,MICRO 100 I ES (Energy Saving),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12046,MICRO 100 I T ES (Energy Saving),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12065,MICRO 100 I T HCS (Humidity ctrl. System),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12066,MEDIO I T HCS ( Humidity ctrl. system),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12067,SUPER I T HCS (Humidity ctrl. system),,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1210X28MM,TAPER LOCK BUSH METRIC 1210 28MM FENNER,,,,0,,,0,,, R62.04 , R62.04 ,
1212521,AT 12/12 SC - Single Unit,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
1212522,AT 12/12 SC2 - Double Unit,,FM - NICOTRA,,12,,,7,,,   R                         -    ,   R                             -    ,
1220IM,32.F.4 Impeller,,,,24,,,0,,,   R                         -    ,   R                             -    ,
1220SC,Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
12412,V 300/12 AR,,FM - VORTICE,,11,,,0,,, R1 941.82 , R25 243.66 ,
12413,V 300/12 ARI,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12415,V 300/12 AR LL S,,FM - VORTICE,,0,,,10,,,   R                         -    ,   R                             -    ,
12416,V 300/12 ARI LL S,,FM - VORTICE,,30,,,0,,,   R                         -    ,   R                             -    ,
12451,V 230/9 P,,FM - VORTICE,,7,,,0,,,   R                         -    ,   R                             -    ,
12452,V 230/9 AR,,FM - VORTICE,,20,,,0,,, R1 734.64 , R6 938.56 ,
12453,V 230/9 ARI,,FM - VORTICE,,13,,,0,,,   R                         -    ,   R                             -    ,
12454,V 230/9 P LL S,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12455,V 230/9 AR LL S,,FM - VORTICE,,0,,,0,,, R1 804.10 , R37 886.10 ,
12456,V 230/9 ARI LL S,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1250CF,1250 Diam Counter Flange,,FM - DONKIN,,0,,,0,,, R534.83 , R51 343.68 ,
1250FC,1250 Diam Flexible Connection,,FM - DONKIN,,0,,,0,,, R2 147.54 , R21 475.40 ,
1250HVJ-2S,1250 Diam Vertical Discharge Unit,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250HVJ-2SB,1250 Diam Vertical Discharge BASE,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250IM,Impeller,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1250MF,1250 Diam Mounting Feet,,FM - DONKIN,,0,,,0,,, R1 135.05 , R325 759.35 ,
1250S1.0D,1250 Diam Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250S1.0DP,1250 Diam Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250S1.5D,1250 Diam Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250S1.5DP,1250 Diam Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250S2.0D,1250 Diam Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250S2.0DP,1250 Diam Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250SM1.0D,1250 Diam Melinex Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250SM1.0DP,1250 Diam Melinex Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250SM1.5D,1250 Diam Melinex Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250SM1.5DP,1250 Diam Melinex Silencer 1.5D Podded,,FM - DONKIN,,4,,,0,,,   R                         -    ,   R                             -    ,
1250SM2.0D,1250 Diam Melinex Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
1250SM2.0DP,1250 Diam Melinex Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
125T300,125 Diam Tube Silencer 300L,,FM - DONKIN,,44,,,0,,,   R                         -    ,   R                             -    ,
125T600,125 Diam Tube Silencer 600L,,FM - DONKIN,,19,,,0,,, R436.50 , R1 746.00 ,
125TTSilentM,125 TT Silent M Fan,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
12611,V 150/6 P,,FM - VORTICE,,0,,,12,,,   R                         -    ,   R                             -    ,
12612,V 150/6 AR,,FM - VORTICE,,10,,,0,,, R887.29 , R39 040.76 ,
12613,V 150/6 ARI,,FM - VORTICE,,0,,,0,,, R667.21 , R28 022.82 ,
12614,V 150/6 P LL S,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12615,V 150/6 AR LL S,,FM - VORTICE,,0,,,0,,, R983.57 , R33 441.38 ,
12616,V 150/6 ARI LL S,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1270510,CUADRO MANDOS BOX SMART,,,,0,,,0,,, R8 325.00 , R108 225.00 ,
1272947,THT/CL -125-6T/ 12-15-F-300 IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1273007,THT/IMP-C-REV-63-2T-20-F-400 IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
12740,30/12 ARI,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
1275754,CJK/FILTER/EC-500-F7+F9,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1280298,DAMPER BOX SMART 71/80,,,,0,,,0,,, R46 620.00 , R606 060.00 ,
1286836,PS-125 20CV,,,,0,,,0,,,   R                         -    ,   R                             -    ,
12877,IRET INVERTER 400 2.2A,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12878,IRET INVERTER 400 3.6A,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12879,IRET INVERTER 400 5A,,FM - VORTICE,,10,,,0,,,   R                         -    ,   R                             -    ,
12880,IRET INVERTER 400 8A,,FM - VORTICE,,10,,,0,,,   R                         -    ,   R                             -    ,
1289142,SV/FILTER/EC- 200 F6+F8,,,,0,,,0,,,   R                         -    ,   R                             -    ,
12941,CR5N Speed Controller,,FM - VORTICE,,20,,,0,,,   R                         -    ,   R                             -    ,
12943,CR5 Speed Controller,,FM - VORTICE,,22,,,0,,,   R                         -    ,   R                             -    ,
129521,AT 12/9 SC - Single Unit,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
129522,AT 12/9 SC2 - Double Unit,,FM - NICOTRA,,27,,,0,,,   R                         -    ,   R                             -    ,
12966,C1.5 Speed Controller (to suit Lineo 100 to 200),,FM - VORTICE,,0,,,0,,, R514.79 , R11 840.17 ,
12967,C2.5 Speed Controller (to suit Lineo 250 to 315),,FM - VORTICE,,4,,,0,,,   R                         -    ,   R                             -    ,
12994,PIR,,FM - VORTICE,,20,,,0,,,   R                         -    ,   R                             -    ,
12998,PIR Sensor,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
12X1 THREADED ROD 8.8 ZINC BLUE 12X1 975 8.8 ZB,12X1 THREADED ROD 8.8 ZINC BLUE 12X1 975 8.8 ZB,,,,14,,,0,,, R42.00 , R84.00 ,
13001,KIT TE 150/6 Roof Mounting,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
13002,KIT TE 230/9 Roof Mounting,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
13003,KIT TE 300/12 Roof Mounting,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
13028,KIT TC 230/9,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
45974,CABTYRE - 6MM X 6 LUGS 10PKT,,,,0,,,0,,, R32.00 , R256.00 ,
46004,CABTYRE - 6MM X 8 LUGS 10PKT,,,,0,,,0,,, R52.00 , R416.00 ,
132B0100,OPT MICRO LCP DISPLAY W/O POTENTIOM,,,,0,,,0,,, R597.32 , R597.32 ,
1352297,SC-1250/1200,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1353233,KIT BOXSMART-7100 - 230V. -1D,,,,0,,,0,,, R85 950.00 , R1 117 350.00 ,
1353244,KIT BOXSMART-7100 - 230V. -2D,,,,0,,,0,,, R102 240.00 , R1 329 120.00 ,
1355136,HGT-125-4T/12-60 400/690V. IE3,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1373000218,MOTORE GM-63A4 B143F TC10 - TIRACAMINO MOTOR,,FM - VORTICE,,0,,,0,,, R1 330.13 , R31 923.12 ,
13mm X 8mm,A 2100,,,,8,,,20,,, R250.00 , R2 500.00 ,
1400mm,Twin Stage Fan c/w 90kw 4Pole (1400rpm) 550V motor,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1400mm BM,1400mm Bellmouth,,,,0,,,0,,,   R                         -    ,   R                             -    ,
1400mm Inlet,and Discharge Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
15000,Tiracamino Chimney Fan for Chimney Tops,,FM - VORTICE,,11,,,0,,, R5 714.46 , R62 859.06 ,
1502479,HTMH-71-4T-4 220/380V. 60Hz IE3,,,,0,,,0,,, R21 774.60 , R435 492.00 ,
1503634,CA/LINE/EC-35 50/60Hz.,,,,0,,,0,,,   R                         -    ,   R                             -    ,
150T300,150 Diam Tube Silencer 300L,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
